채용공고명,포지션 상세,주요 업무,자격 요건,우대사항,혜택 및 복지,채용 전형,태그,마감일,면접리뷰,회사위치,회사명
Robot Control Engineer(전문연구요원 가능),"*전문연구요원으로 지원하는 경우, ""전문연구요원 희망"" 문구를 기재해주세요.

◆ Better than Yesterday ◆

플라잎과 함께 아이언맨의 자비스를 만들고 싶다면 저희와 함께 하세요!
우리는 Deep Learning & Reinforcement Learning 기술을 통해 산업용 로봇이 조금 더 스마트하게 일할 수 있도록 만듭니다.
인공지능이 마침내 적용되어야 할 곳은 로봇이지만, 아직 세계적으로 이루어낸 곳이 없고 국내에서는 도전하고 있는 기업도 없습니다.
플라잎은 여기에 도전하고 있습니다.
사람의 단순 반복적인 일은 플라잎의 AI솔루션이 하고 사람은 좀 더 가치 있는 일을 할 수 있게 만들 것입니다.
엔지니어가 꿈꾸는 직장을 만들고, 하고 싶은 일을 할 수 있게 하는 회사를 만들고 있습니다.
우리는 이 분야의 국가 대표가 될 것이고 세계와 어깨를 나란히 하는 기업이 될 것입니다.

◆ CEO 인터뷰 ◆
세계 로봇 대회 우승자가 만든 AI 스타트업 :","- 실시간 Single / Dual arm 로봇 제어 시스템 설계 및 개발
- 로봇을 통한 조립, 체결 작업 수행을 위한 제어기 설계 및 개발
- 물리엔진 기반의 시뮬레이션 작업 환경 구축","- 실시간 Single / Dual arm 로봇 제어 시스템 설계 및 개발
- 로봇을 통한 조립, 체결 작업 수행을 위한 제어기 설계 및 개발
- 물리엔진 기반의 시뮬레이션 작업 환경 구축",,,,"유망산업, 자기계발지원, 식대지원, 보너스, 커피·스낵바, 50명이하, 설립4~9년, AI 선도 기업, 경기도 우수 중소기업, 전문연구요원",상시채용,"결과 중심 질문, 천천히 기다려준 편",경기 성남시,플라잎
설비관리 (생산본부),"o 샘표는 열정이 있습니다.
- 맡은 일에 몰두하여 끊임없이 개선하려는 분들과 함께하고 싶습니다.

o 샘표는 겸손합니다.
- 타인의 의견을 존중하여 끊임없이 개선하려는 분들과 함께하고 싶습니다.

o 샘표는 사심이 없습니다.
- 가장 좋은 방향으로 합리적인 판단을 하려는 분들과 함께하고 싶습니다.

■ 전형절차
서류지원 + 온라인 인성검사 ＞ 1차 면접 + 오프라인 적성검사 ＞ 임원면접 ＞ 최종합격","• 생산 및 설비 시설 증설에 따른 개선 활동
• 현장, 협력사, 공사 품질 관리 등 외주 공사 관리
• 설비 예방 정비
• 설비 보전 계획 수립 및 진척관리, 유지보수 
• 업무 프로세스 정비 및 설비 이슈 대응","• 생산 및 설비 시설 증설에 따른 개선 활동
• 현장, 협력사, 공사 품질 관리 등 외주 공사 관리
• 설비 예방 정비
• 설비 보전 계획 수립 및 진척관리, 유지보수 
• 업무 프로세스 정비 및 설비 이슈 대응",,,,"식대지원, 해외연수, 자유로운휴가, 복지포인트, 건강검진지원, 설립4~9년, 커피·스낵바, 육아휴직, 워크샵",2024.10.27,"여유 있는 속도감, 상세한 피드백, 친절/따뜻한 스타일, 자유롭고 편한 환경",경기 이천시,샘표식품
기계설비 유지보수(생산본부),"o 샘표는 열정이 있습니다.
- 맡은 일에 몰두하여 끊임없이 개선하려는 분들과 함께하고 싶습니다.

o 샘표는 겸손합니다.
- 타인의 의견을 존중하여 끊임없이 개선하려는 분들과 함께하고 싶습니다.

o 샘표는 사심이 없습니다.
- 가장 좋은 방향으로 합리적인 판단을 하려는 분들과 함께하고 싶습니다.

■ 전형절차
서류지원 + 온라인 인성검사 ＞ 1차 면접 + 오프라인 적성검사 ＞ 임원면접 ＞ 최종합격","• 감속기, 펌프, 교반기 등 기계설비 유지 보수 및 개선 활동
• 기계 설비 예방 보전 활동
• 기계설비 작업장 관리
• 소모성 자재 관리","• 감속기, 펌프, 교반기 등 기계설비 유지 보수 및 개선 활동
• 기계 설비 예방 보전 활동
• 기계설비 작업장 관리
• 소모성 자재 관리",,,,"식대지원, 해외연수, 자유로운휴가, 복지포인트, 건강검진지원, 설립4~9년, 커피·스낵바, 육아휴직, 워크샵",2024.10.27,"여유 있는 속도감, 상세한 피드백, 친절/따뜻한 스타일, 자유롭고 편한 환경",경기 이천시,샘표식품
전기설비 유지보수(생산본부),"o 샘표는 열정이 있습니다.
- 맡은 일에 몰두하여 끊임없이 개선하려는 분들과 함께하고 싶습니다.

o 샘표는 겸손합니다.
- 타인의 의견을 존중하여 끊임없이 개선하려는 분들과 함께하고 싶습니다.

o 샘표는 사심이 없습니다.
- 가장 좋은 방향으로 합리적인 판단을 하려는 분들과 함께하고 싶습니다.

■ 전형절차
서류지원 + 온라인 인성검사 ＞ 1차 면접 + 오프라인 적성검사 ＞ 임원면접 ＞ 최종합격","• 수전 및 배전 설비 유지 관리
• 자동화 전기 설비 및 저압 전기 설비 유지 보수
• 중/장기 수선계획 수립 및 제안
• 특고압 수전 및 변전 설비, 자동화 설비 예방 점검","• 수전 및 배전 설비 유지 관리
• 자동화 전기 설비 및 저압 전기 설비 유지 보수
• 중/장기 수선계획 수립 및 제안
• 특고압 수전 및 변전 설비, 자동화 설비 예방 점검",,,,"식대지원, 해외연수, 자유로운휴가, 복지포인트, 건강검진지원, 설립4~9년, 커피·스낵바, 육아휴직, 워크샵",2024.10.27,"여유 있는 속도감, 상세한 피드백, 친절/따뜻한 스타일, 자유롭고 편한 환경",경기 이천시,샘표식품
ADAS Technical Specialist,"＜FPT소프트웨어 코리아 ＞

베트남 최대의 ICT 기업인 에프피티그룹의 Technology 사업 부문을 담당하고 있는 FPT소프트웨어 (FPT Software Co. Ltd )를 모회사로 두고 있으며, 2020년 3월 9일 외국인 투자 법인으로 사업자 등록을 하였습니다.

＜ 당사는 디지털 전환의 선구자입니다 ＞

전세계 17,628명의 기술 전문가를 포함하여 총 28,000여명 이상의 직원들이 디지털 플랫폼, RPA, AI, IoT, 스마트 공장, 클라우드, 증강현실/가상현실, 비즈니스 애플리케이션, 엔터프라이즈 모빌리티, 애플리케이션 서비스, 비즈니스 프로세스 아웃소싱(BPO) 등에서 세계 최고 수준의 서비스를 제공하고 있으며, 전세계 30개국에 진출하여 글로벌 고객들의 성공적인 디지털 전환을 돕고 있습니다.

＜ 다음 단계로의 성장, 한국은 우리에게 중요한 시장입니다 ＞

한국은 세계 디지털 기술을 선도하고 있는 나라입니다.
우리는 한국의 우수한 인재들과 함께, 한 단계 더 높은 곳으로 성장하고자 합니다.
FPT소프트웨어 코리아는 우수한 기술력과 다양한 래퍼런스를 바탕으로 빠르게 성장중이며, 향후 10년 안에 한국의 3대 솔루션/SI 회사로 성장한다는 비전을 가지고 있습니다.

＜ 글로벌 고객들의 FPT Software 평가 ＞

1. Toshiba - Mr.Takashi AMANO (Technical manager)
“FPT 소프트웨어를 설명하기 위해 세 단어를 사용하여 다음과 같이 사용합니다. 젊고, 열정적이며, 친절합니다.”

2. Hittach - Mr. Masahiro Hayash (CEO)
“FPT 소프트웨어와 세계 최고의 기업들 간의 협력은 베트남의 정보 기술 산업에서 회사의 주도적 위치를 결정하는 강력한 증거입니다. 히타치 솔루션즈는 2003년부터 FPT 소프트웨어와 함께 작업하기 시작했습니다. FPT 소프트웨어의 숙련된 직원은 오늘까지 신뢰를 얻고 협력을 계속했습니다. 최근에 우리는 제조 분야에서 FPT Software와의 협력 관계를 발전시켰습니다. 히타치와 FPT 소프트웨어의 관계가 소프트웨어 아웃소싱 분야 뿐만 아니라 다른 많은 비즈니스 분야에서도 확대되고 더 많은 성과를 거둘 수 있기를 바랍니다.”","•  차량용 소프트웨어 설계/개발/구현 컨설팅 (AutoSAR 기반)
•  최신 기술 및 산업 동향에 기반한 전략적 조언 제공","•  차량용 소프트웨어 설계/개발/구현 컨설팅 (AutoSAR 기반)
•  최신 기술 및 산업 동향에 기반한 전략적 조언 제공",,,,"MATLAB, Python, C++, Simulink, AUTOSAR",,,서울 강서구,에프피티소프트웨어코리아
"미용의료기기 H/W(회로설계, 펌웨어) 개발자","• 바즈바이오메딕(주)는 2017년 서울대학교 우주항공공학과 교수 및 박사 연구원이 주축이 되어 창립된 혁신적인 벤처기업입니다.

• 세계 최소 주입 깊이 및 주입량 조절이 가능한 자동 반복 분사 무바늘 약물 전달기술을 개발에 성공하였고, 해당 기술을 적용한 의료기기 및 미용 기기 제품을 2022년 상용화에 성공하였습니다.

• 현재 100억원 규모의 시리즈 B 투자를 유치했고, 우리는 더 나아가 2025년 IPO를 목표로 달려가고 있습니다.

• 바늘로 인한 공포 및 통증을 느끼는 환자들의 삶을 개선하기 위한 '스마트 의료기기 개발'에 앞장설 글로벌 인재를 모십니다","• 회로 설계 및 개발
• 펌웨어 설계 및 개발","• 회로 설계 및 개발
• 펌웨어 설계 및 개발",,,,"50명이하, 설립4~9년, 연봉상위11~20%, 인원 급성장, 유급휴가, 스톡옵션, 자기계발지원, 보너스, 식대지원, 유연근무",2024.11.15,,서울 강남구,바즈바이오메딕
광학 개발,"HB SOLUTION은 설립 이래 지속적인 연구개발과 고객만족 경영을 통하여 IT장비 분야의 새로운 가치를 창조합니다.

HB SOLUTION은 물성분석기술, 설비 제작 기술 등을 바탕으로 디스플레이, 반도체 산업 등 기술 영역을 넓히며 지속 성장을 이뤄 나가고 있습니다.","• 간섭 광학계 구성, 실험, 결과 분석","• 간섭 광학계 구성, 실험, 결과 분석",,,,"51~300명, 연봉상위2~5%, 보너스, 육아휴직, 자기계발지원, 출산휴가, 장비지원, 편의시설, 건강검진지원, 사내동호회, 수평적조직, AI 선도 기업, 스톡옵션, 참 괜찮은 중소기업, 설립10년이상, 워크샵",2024.10.30,,경기 성남시,에이치비솔루션
PLC제어,"HB SOLUTION은 설립 이래 지속적인 연구개발과 고객만족 경영을 통하여 IT장비 분야의 새로운 가치를 창조합니다.

HB SOLUTION은 물성분석기술, 설비 제작 기술 등을 바탕으로 디스플레이, 반도체 산업 등 기술 영역을 넓히며 지속 성장을 이뤄 나가고 있습니다.","• 자동화 장비 PLC제어/모션제어/시운전
• 장비 Setup 및 이슈 대응","• 자동화 장비 PLC제어/모션제어/시운전
• 장비 Setup 및 이슈 대응",,,,"51~300명, 연봉상위2~5%, 보너스, 육아휴직, 자기계발지원, 출산휴가, 장비지원, 편의시설, 건강검진지원, 사내동호회, 수평적조직, AI 선도 기업, 스톡옵션, 참 괜찮은 중소기업, 설립10년이상, 워크샵",2024.10.30,,충남 아산시,에이치비솔루션
디스플레이/2차전지/잉크젯장비 기구설계,"HB SOLUTION은 설립 이래 지속적인 연구개발과 고객만족 경영을 통하여 IT장비 분야의 새로운 가치를 창조합니다.

HB SOLUTION은 물성분석기술, 설비 제작 기술 등을 바탕으로 디스플레이, 반도체 산업 등 기술 영역을 넓히며 지속 성장을 이뤄 나가고 있습니다.","• 2D Cad 및 3D 모델링
• 장비 설계 및 Issue 대응","• 2D Cad 및 3D 모델링
• 장비 설계 및 Issue 대응",,,,"51~300명, 연봉상위2~5%, 보너스, 육아휴직, 자기계발지원, 출산휴가, 장비지원, 편의시설, 건강검진지원, 사내동호회, 수평적조직, AI 선도 기업, 스톡옵션, 참 괜찮은 중소기업, 설립10년이상, 워크샵",2024.10.30,,충남 아산시,에이치비솔루션
전장설계,"HB SOLUTION은 설립 이래 지속적인 연구개발과 고객만족 경영을 통하여 IT장비 분야의 새로운 가치를 창조합니다.

HB SOLUTION은 물성분석기술, 설비 제작 기술 등을 바탕으로 디스플레이, 반도체 산업 등 기술 영역을 넓히며 지속 성장을 이뤄 나가고 있습니다.","• 장비 제어 회로 및 Logic 설계
• 장비 전장 설계 및 제어","• 장비 제어 회로 및 Logic 설계
• 장비 전장 설계 및 제어",,,,"51~300명, 연봉상위2~5%, 보너스, 육아휴직, 자기계발지원, 출산휴가, 장비지원, 편의시설, 건강검진지원, 사내동호회, 수평적조직, AI 선도 기업, 스톡옵션, 참 괜찮은 중소기업, 설립10년이상, 워크샵",2024.10.30,,충남 아산시,에이치비솔루션
비전 광학 개발,"HB SOLUTION은 설립 이래 지속적인 연구개발과 고객만족 경영을 통하여 IT장비 분야의 새로운 가치를 창조합니다.

HB SOLUTION은 물성분석기술, 설비 제작 기술 등을 바탕으로 디스플레이, 반도체 산업 등 기술 영역을 넓히며 지속 성장을 이뤄 나가고 있습니다.",• Vision 광학계 구성/실험/결과 분석 등,• Vision 광학계 구성/실험/결과 분석 등,,,,"51~300명, 연봉상위2~5%, 보너스, 육아휴직, 자기계발지원, 출산휴가, 장비지원, 편의시설, 건강검진지원, 사내동호회, 수평적조직, AI 선도 기업, 스톡옵션, 참 괜찮은 중소기업, 설립10년이상, 워크샵",2024.10.30,,충남 아산시,에이치비솔루션
미세유체 장비개발 연구원,"㈜멥스젠은 인간의 주요 장기 내 세포 조직의 구조와 기능을 미세 환경에 모사한 3차원 생체조직칩을 통해 동물실험의 한계를 극복하고 임상시험의 성공률을 높여 신약 개발의 패러다임의 전환을 꿈꾸는 바이오텍으로 이러한 첨단 동물대체시험 기술을 적용한 지질 나노 입자 기반 알츠하이머 치료제 개발을 목표로 하고 있는 기업입니다.

㈜멥스젠과 함께 차세대 K-바이오 리더로 성장할 인재분들의 지원을 기다립니다.","• 미세유체장치 유동해석(CFD)
• 미세유체장치 제품개발(칩, 장비)
• 이와 관련된 전반적인 연구 활동","• 미세유체장치 유동해석(CFD)
• 미세유체장치 제품개발(칩, 장비)
• 이와 관련된 전반적인 연구 활동",,,,"50명이하, 설립4~9년, 연봉상위11~20%, 인원 급성장, 누적투자100억이상, 커피·스낵바, 건강검진지원, 스톡옵션, 사내동호회, 장비지원",2024.10.21,,서울 송파구,멥스젠
Service Engineer,"4DREPLAY, Frontier Technology Company
Pioneering technology innovation delivers Rich Multimedia Experiences and drives Global Standards.

4DREPLAY는 360˚ 영상 중계 솔루션 ‘4DReplay’와 모바일 기반의 실시간 360˚영상 스트리밍 솔루션 ‘4DLive’를 중심으로 공간과 시간을 결합한 4차원 타임슬라이스 영상제작 기술로 새로운 경험을 만들어 가고 있습니다.

2016년 미국 샌프란시스코로 본사를 이전하여 Bell, NBA, MLB 등 해외 주요 기업에 4DREPLAY만의 서비스를 제공하는 것을 시작으로 일본 소프트뱅크, 올림픽 등 전 세계에 4DREPLAY의 새로운 기술 경험을 공유하고 있습니다.


4DREPLAY만의 새로운 글로벌 서비스로 함께 만들어 나갈 인재 여러분을 기다리고 있습니다.


[4DREPLAY 인재상]
• Challenge : 우리는 Frontier로 끊임 없이 도전합니다.
• Innovation : 우리는 다각도의 새로운 관점으로 사고하며 혁신 합니다.
• Passion : 우리는 주도적이며 목표를 향한 열정으로 몰입합니다.
• Expertise : 우리는 최고의 전문가로 개발과 성장을 지속합니다.
• Teamwork : 우리는 ONE Team으로 서로 존중하며 적극 소통하고 협력합니다.

[4DREPLAY 일하는 방식]
• 공유합니다. 모든 업무는 프로젝트화 하여 Asana, Sharepoint로 공유합니다.
• 소통합니다. 글로벌 4DREPLAY 임직원분들과 ONE Team으로 유기적이고 즉각적으로 소통합니다.
• 경험합니다. 4DREPLAY만의 ‘Runner High’를 기반한 새로움과 즐거움을 함께 경험합니다.","ㆍ촬영 장비 및 시스템 설치(현장업무 수행)
ㆍ프로젝트 관리","ㆍ촬영 장비 및 시스템 설치(현장업무 수행)
ㆍ프로젝트 관리",,,,"자기계발지원, 사내동호회, 커피·스낵바, 편의시설, 보너스, 식대지원, 건강검진지원, 연봉상위11~20%, 50명이하, 설립10년이상, 누적투자100억이상, 유연근무",2024.12.31,,경기 성남시,포디리플레이코리아
기구/설계 엔지니어,"아이브(AiV)는 ""Deep learning computer vision for all industrials""라는 비전을 가지고 현재 제조업 검사용 딥러닝 알고리즘 및 검사 솔루션 전문적으로 연구/개발 및 양산하는 vertical AI 스타트업입니다.

구성원과 함께 성장하며 미래를 만들어가고 있는 아이브(AiV)는 엔드 투 엔드(End-to-End) 산업용 딥러닝 컴퓨터 비전 솔루션을 공급하는 전문 기업으로, 업계의 혁신을 주도하고 있습니다. 주요 사업분야로는 딥러닝 기반의 머신비전 검사장비사업과 물류자동화 및 로봇솔루션사업을 진행하고 있습니다. 최고 수준의 AI딥러닝 기술 및 광학계 엔지니어링, 기구설계 기술을 바탕으로 2차전지 및 자동차 부품 등의 분야에서 이미 많은 대기업과 양산을 진행하며 기술력을 인정받고 있습니다.

또한 비전문가도 AI모델을 생성하고 현장에서 활용할 수 있는 MLOps기반의 딥러닝 컴퓨터비전 플랫폼인 AiVOps를 출시하는 등 새로운 소프트웨어를 지속 개발하고 있는 기업입니다.

이러한 기술력을 바탕으로최근 시리즈C 투자유치(누적 투자금액 370억)를 받았고, 아기유니콘 육성사업에 선정되는 등 높은 기업가치를 인정받고 있는 기업입니다.

""자율과 책임"" 기반의 기업문화를 바탕으로 업무 외 스트레스를 최소화하고, 쾌적한 근무환경을 조성하기 위한 다양한 복지 혜택을 제공하고 있습니다.

이러한 좋은 기업문화로 인하여 23년 1월 한국성장금융이 주최하는 ""착한일자리 기업 시상식""에서 최우수상을 수상하였습니다.

사람과 문화를 최우선으로 생각하는 아이브(AiV)는 구성원 모든 분들을 매우 소중하게 생각합니다.
아이브(AiV)의 핵심가치와 문화에 공감하시고 함께 성장하고 싶은 분은 주저 없이 지원 부탁드립니다.


■ Who is Aiver

• 고객에게 실질적 가치를 창출하는 Expert
• 긍정적 자세로 문제 해결에 도전하는 Problem solver
• 협력을 통해 동료를 성장시키는 Team player
• 마지막 1%의 완성도까지 책임지는 Initiative owner","• 기계/기구 설계 , 조립 , 검증 대응
• 기계 기구 관련 선정 및 개발
• 비전검사 장비 및 장치 설계
• 기계/구동부(Gantry, Conveyer, Pick & place 등) 장치 설계","• 기계/기구 설계 , 조립 , 검증 대응
• 기계 기구 관련 선정 및 개발
• 비전검사 장비 및 장치 설계
• 기계/구동부(Gantry, Conveyer, Pick & place 등) 장치 설계",,,,"커피·스낵바, 자기계발지원, 편의시설, 건강검진지원, 51~300명, 설립4~9년, 누적투자100억이상, 유망산업, 연봉상위6~10%, 스톡옵션, AI 선도 기업, 보너스, 사내동호회, 인원 급성장, 경기도 우수 중소기업, 재택근무",상시채용,"신속 간결한 스타일, 과정 중심 질문, 친절/따뜻한 스타일, 집중하기 좋은 환경",서울 서초구,아이브
전력전자 회로 설계 및 개발 엔지니어 (전문연 가능),"미래모빌리티 솔루션 기업 ACEWORKS!

에이스웍스 코리아는 EV 검증장비 국내 1위 기업 CONTROLWORKS 와 자율주행 토탈 솔루션 업체 ACELAB이 합병하여 탄생한 미래모빌리티 전문 솔루션 기업입니다.
전직원 중 연구인력이 80% 이상인 연구개발 중심 기업입니다.

다년간 축적된 임베디드 하드웨어와 소프트웨어, 모델링 기술과 자율주행 Full Stack 기술을 바탕으로 EV분야와 자율주행 분야의 300여개 기업, 3,000여명의 고객에 맞춤형 솔루션을 제공하고 있으며, 매년 매출이 빠르게 성장하고 있습니다.

독일 Vector, 중국 Robosense 등 글로벌 기업과의 오랜 파트너십을 기반으로 23년에는 미국 LA에 지역 사무소를 개소하고 해외 시장에 적극 진출하고 있습니다.

직원들이 꼽는 에이스웍스의 키워드는 '수평적인' , '자율적인 분위기', '실력있고 열정적인 친절한 동료들', '역량을 키울 수 있는' 등등 입니다.

친환경과 스마트 모빌리티를 아우르는 에이스웍스에서 미래모빌리티 에이스로 거듭날 여러분들을 초대합니다!

*에이스웍스(구 컨트롤웍스) 기업소개영상","- 전력변환 토폴로지 분석 (PFC 컨버터, DC-DC 컨버터, 모터/인버터, 등)
 - 전력변환 회로 모델링 (PSIM, Simscape Electrical, 등)
 - 전력변환 회로 시뮬레이션 검증 및 분석
 - 전력변환 회로 수식 유도 및 구현 (MATLAB/Simulink)","- 전력변환 토폴로지 분석 (PFC 컨버터, DC-DC 컨버터, 모터/인버터, 등)
 - 전력변환 회로 모델링 (PSIM, Simscape Electrical, 등)
 - 전력변환 회로 시뮬레이션 검증 및 분석
 - 전력변환 회로 수식 유도 및 구현 (MATLAB/Simulink)",,,,"MATLAB, Simulink, PSIM",,,서울 강남구,에이스웍스코리아
시스템 엔지니어(System engineer/Application engineer),"토모큐브 (Tomocube) 는 2015년에 설립된 첨단 광학 이미징 기술 전문 기업으로, 살아 있는 세포를 3차원으 로 분석할 수 있는 혁신적인 솔루션을 제공합니다. 저희가 개발한 홀로토모그래피 (Holotomography) 이미징시스템은 살아있는 세포의 형상, 부피, 무게를 정량적으로 분석하며, 형광 표지 없이도 세포 내 소기관의 고유 특성을 영상 기반으로 파악할 수 있습니다.
토모큐브는 기술력을 인정받아 총 442억 원의 투자를 유치하였으며, HT 시리즈와 고성능 HT-X 시리즈를 전 세계에 출시하며 글로벌 시장에서 입지를 다지고 있습니다. 특히 지난해 기술성평가에서 A, A 등급을 획득하여 코스닥 상장을 준비하고 있으며, 광학 기술과 인공지능 영상 분석을 결합해 차세대 연구와 의료 현장에 혁신을 일으키고자 합니다.

사세 확장으로 광학계 테스트, 시스템 설계 및 테스트, 그리고 어플리케이션 발굴을 종합적으로 수행할 다재다능한 엔지니어를 모집합니다. (전문연구요원 지원 가능)","광학계 테스트 및 설계:
● 검사 및 측정 장비의 광학 시스템 개발 및 성능 테스트
● 광학 부품 분석 및 선택, 최적화된 시스템 구축

시스템 설계 및 테스트 :
● 검사 장비의 전체적인 시스템 구조 설계 (하드웨어 및 소프트웨어 연동)
● 새로운 기술 및 트렌드를 반영한 시스템 설계 및 기존 시스템의 최적화
● 검사 장비의 하드웨어 및 소프트웨어 통합 성능 평가
● 시스템 통합 테스트, 문제 분석 및 해결
● 다양한 테스트 시나리오 작성 및 테스트 환경 구축

어플리케이션 발굴:
● OLED 및 반도체 검사/측정 장비의 새로운 응용 분야 연구 및 개발
● 고객 요구사항 분석 및 맞춤형 솔루션 제안
● 시장 및 기술 동향 분석을 통한 새로운 어플리케이션 발굴","광학계 테스트 및 설계:
● 검사 및 측정 장비의 광학 시스템 개발 및 성능 테스트
● 광학 부품 분석 및 선택, 최적화된 시스템 구축

시스템 설계 및 테스트 :
● 검사 장비의 전체적인 시스템 구조 설계 (하드웨어 및 소프트웨어 연동)
● 새로운 기술 및 트렌드를 반영한 시스템 설계 및 기존 시스템의 최적화
● 검사 장비의 하드웨어 및 소프트웨어 통합 성능 평가
● 시스템 통합 테스트, 문제 분석 및 해결
● 다양한 테스트 시나리오 작성 및 테스트 환경 구축

어플리케이션 발굴:
● OLED 및 반도체 검사/측정 장비의 새로운 응용 분야 연구 및 개발
● 고객 요구사항 분석 및 맞춤형 솔루션 제안
● 시장 및 기술 동향 분석을 통한 새로운 어플리케이션 발굴",,,,"MATLAB, Python, LabVIEW, OpenCV, ImageJ",,,대전 유성구,토모큐브
광학 설계 연구원,"티.비.티. ㈜는 2004년에 설립된 회사로 자본금 5억 6,010만원, 매출액 154억 3천만, 사원수 65명 규모의 고용노동부에서 선정한 강소기업입니다. 인천 계양구 서운산단로4길 10 (서운동)에 위치하고 있으며, 국내 열화상카메라 제조사로 국내는 물론, 일본, 동남아, 유럽 및 러시아 지역에 수출 판매사업을 하고 있습니다.","광학 시스템 개발
• 광학계 조립 평가","광학 시스템 개발
• 광학계 조립 평가",,,,"식대지원, 건강검진지원, 휴가비, 자율복장, 보너스, 출산휴가, 신규 가입 기업",2025.01.18,,인천 계양구,티비티
