채용공고명,포지션 상세,주요 업무,자격 요건,우대사항,혜택 및 복지,채용 전형,태그,마감일,면접리뷰,회사위치,회사명
그랜드체이스 이펙트,"코그는 엘소드, 그랜드체이스, 파이터스클럽, 히어로, 아이마, 얼티밋레이스, 커츠펠등 다수의 게임을 개발하고 전세계에 서비스하고 있습니다. 2023년 7월에 신작 프로젝트 리턴 얼라이브 CBT를 진행했습니다.

현재 한국의 대구와 서울, 미국의 LA, 필리핀의 마닐라에 거점을 두고 약300명의 직원이 일하고 있으며, 특히 그랜드체이스와 엘소드는 브라질, 대만, 필리핀 등에서 1위를 차지한 성공적인 경험을 가지고 있습니다.

코그의 가장 큰 특징은, 매 게임마다 항상 창의성을 가지고 새로운 것 들을 추구해 온 것입니다.
`그랜드체이스`는 온라인 대전이라는 새로운 장르를 개척하여 많은 후속 게임들에게 영향을 끼치고 있습니다. 또한 `와일드 랠리`를 통해서, 온라인 레이싱 분야를 개척하였습니다. 현재도 이러한 코그만의 특징이자 장점인 새로운 것을 추구하기 위해 개발과 게임에 대한 연구에 많은 투자를 하고 있습니다.

코그는 함께 성장해 나가기 위해 국내와 해외로 가는 워크샵을 진행하고 각 파트 별로 정기적인 스터디 모임을 지원하고, 외부 유명강사를 초청하여 강연을 하며 이러한 프로그램들을 통해 직원들의 발전을 중요하게 생각하고 노력 하고 있습니다.



KOG 블로그","• 메인 캐릭터 스킬 및 연출 이펙트업무
• 몬스터 스킬, UI 이펙트
• 던전 배경 이펙트","• 메인 캐릭터 스킬 및 연출 이펙트업무
• 몬스터 스킬, UI 이펙트
• 던전 배경 이펙트",,,,"연봉상위11~20%, 51~300명, 건강검진지원, 휴가비, 커피·스낵바, 편의시설, 사내동호회, 출산휴가, 육아휴직, 참 괜찮은 중소기업, 인원 급성장, 설립10년이상",상시채용,"신속 간결한 스타일, 과정 중심 질문, 답변을 유도해 준 편, 캐주얼/편한 분위기",대구 중구,코그
Meta Designer (메타 기획자),"* 베이글코드를 소개합니다.
베이글코드는 글로벌 시장을 무대로 빠르게 성장하고 있는 모바일 게임 기업입니다.
베이글코드는 '글로벌, 성장, 즐거움'라는 키워드를 가지고 전 세계 사람들이 즐길 수 있는 모바일 게임을 개발하고 운영하고 있습니다. 2012년 창업 초기 때부터 현재까지 글로벌 시장에서 쌓아 온 탄탄한 데이터, AI 기술, 마케팅 역량을 바탕으로 최상의 게임 서비스를 제공하고 있습니다.
전 세계 5,000만 명이 즐기고 있는 베이글코드의 대표작으로는 클럽 베가스, 캐시 빌리어네어, 잭팟 매드니스 등이 있습니다. 특히, 클럽 베가스는 소셜카지노 평균 플레이 시간 1위를 자랑하며 2022년 미국 안드로이드 전체 매출 TOP 100에 진입하기도 했습니다. 현재 베이글코드는 소셜카지노 분야 성공 경험을 기반으로 장르 다각화를 위해 국내외 세계 곳곳에서 캐주얼 게임을 개발하고 있습니다.
베이글코드는 한국, 베트남, 이스라엘, 우크라이나에 오피스가 있고, 이 외에도 다양한 국적의 인재들이 함께 하고 있습니다. 다른 문화, 언어, 배경의 동료를 존중하며 공동의 목표를 달성하기 위해 협업합니다.
베이글코드의 2023년 매출액은 1,062억 원으로 최근 5년간 연평균 60% 고속 성장을 기록했습니다. 베이글코드는 우리의 업무가 즐거워야만 우리의 게임이 즐겁게 플레이 될 수 있다고 믿고 있습니다. 글로벌 유수의 인재들과 함께 협업할 수 있고, 더 많은 가치를 만들며 즐겁게 성장할 수 있는 베이글코드에 탑승하세요.

※ CEO Interview 영상을 통해 베이글코드에 더욱 자세히 알아보세요! -＞","이런 일을 함께하고 싶습니다.    
• 소셜카지노게임의 메타 설계 및 경제 밸런싱
• 클럽 베가스 게임에 필요한 유료화 상품을 기획
• 주요 상품에 대한 데이터 분석 및 개선
• 프로덕트 오너로서 게임개발에 관련된 전반적인 업무","이런 일을 함께하고 싶습니다.    
• 소셜카지노게임의 메타 설계 및 경제 밸런싱
• 클럽 베가스 게임에 필요한 유료화 상품을 기획
• 주요 상품에 대한 데이터 분석 및 개선
• 프로덕트 오너로서 게임개발에 관련된 전반적인 업무",,,,"식대지원, 커피·스낵바, 자기계발지원, 유망산업, 51~300명, AI 선도 기업, 연봉상위6~10%, 인원 급성장, 설립10년이상, 누적투자100억이상",상시채용,"신속 간결한 스타일, 과정 중심 질문, 답변을 유도해 준 편, 자유롭고 편한 환경",서울 강남구,베이글코드(Bagelcode)
[가디스오더] UI 디자이너,"픽셀트라이브(PIXELTRIBE)는 픽셀아트라는 강한 아이덴티티에 기반하여, 단결된 조직력으로 글로벌 게임 시장에서 강한 영향력을 펼치고자 2024년 2월에 설립된 신규 게임 개발사입니다.

""Tribe : 부족""
전통적인 가치와 문화를 중시하지만, 동시에 새로운 도전과 변화를 받아들일 수 있는 유연성도 갖추고 있는 것이 바로 '부족'이라고 생각합니다.
우리 모두가 조직의 구성원으로서 각자의 역할과 책임을 완수하며, 모두가 함께 연결되어 우리의 목표를 달성하는 조직이 되고자 합니다.

＃High-Quality 2D 프로젝트에 관심이 많고
＃깊이 있는 스토리의 진정성을 통한 콘텐츠의 힘을 믿고
＃대중적이고, 위트 있으면서도 오랫동안 사랑 받을 명작 제작에 기여하고 싶으시다면

픽셀트라이브 여정에 함께해 주세요.
우리와 함께 글로벌 게임 시장에서 새로운 역사를 써 내려가고 싶은 여러분을 기다립니다.


Ι 우리는 이렇게 일하고 있어요!
＃CREATIVE
전 세계 게이머에게 인정받을 수 있는 창의적인 경험을 추구합니다.

＃ CALIBARTED
게임의 핵심과 차별화 포인트를 일찍 그리고 더 자주 검증합니다.

＃COST EFFECTIVE
물량보단 창발적 콘텐츠를, 그리고 개발 과정에서의 효율성을 추구합니다.


Ι 시스템 기획팀을 소개해 드립니다!
우리 팀은 게임 개발 과정에서 시스템 기획을 전문적으로 담당하는 조직입니다.
창의적인 아이디어를 바탕으로 게임의 핵심 메커니즘을 설계하고, 이를 통해 플레이어에게 최상의 게임 경험을 제공하는 것을 목표로 하고 있습니다.
우리 조직의 목표는 혁신적인 게임 시스템을 통해 전 세계 플레이어들에게 즐거움과 도전의 재미를 선사하는 것이며, 우리와 함께 하고 싶으신 분들을 두 팔 벌려 환영합니다.","합류 후 함께하실 업무에 대해서 소개해 드릴게요.

• ""Goddess Order""의 UI 디자이너 업무를 담당합니다.
• UI/UX에 대한 이해를 바탕으로 UI 리소스 제작 및 UI 프리팸을 작성합니다.
• 기존 UI 스타일에 맞추어 새로운 시스템의 리소스 또는 기존 UI 수정 작업을 진행합니다.","합류 후 함께하실 업무에 대해서 소개해 드릴게요.

• ""Goddess Order""의 UI 디자이너 업무를 담당합니다.
• UI/UX에 대한 이해를 바탕으로 UI 리소스 제작 및 UI 프리팸을 작성합니다.
• 기존 UI 스타일에 맞추어 새로운 시스템의 리소스 또는 기존 UI 수정 작업을 진행합니다.",,,,"복지포인트, 식대지원, 건강검진지원",상시채용,,,픽셀트라이브
[가디스오더] 픽셀 아티스트,"픽셀트라이브(PIXELTRIBE)는 픽셀아트라는 강한 아이덴티티에 기반하여, 단결된 조직력으로 글로벌 게임 시장에서 강한 영향력을 펼치고자 2024년 2월에 설립된 신규 게임 개발사입니다.

""Tribe : 부족""
전통적인 가치와 문화를 중시하지만, 동시에 새로운 도전과 변화를 받아들일 수 있는 유연성도 갖추고 있는 것이 바로 '부족'이라고 생각합니다.
우리 모두가 조직의 구성원으로서 각자의 역할과 책임을 완수하며, 모두가 함께 연결되어 우리의 목표를 달성하는 조직이 되고자 합니다.

＃High-Quality 2D 프로젝트에 관심이 많고
＃깊이 있는 스토리의 진정성을 통한 콘텐츠의 힘을 믿고
＃대중적이고, 위트 있으면서도 오랫동안 사랑 받을 명작 제작에 기여하고 싶으시다면

픽셀트라이브 여정에 함께해 주세요.
우리와 함께 글로벌 게임 시장에서 새로운 역사를 써 내려가고 싶은 여러분을 기다립니다.


Ι 우리는 이렇게 일하고 있어요!
＃CREATIVE
전 세계 게이머에게 인정받을 수 있는 창의적인 경험을 추구합니다.

＃ CALIBARTED
게임의 핵심과 차별화 포인트를 일찍 그리고 더 자주 검증합니다.

＃COST EFFECTIVE
물량보단 창발적 콘텐츠를, 그리고 개발 과정에서의 효율성을 추구합니다.


Ι 도트팀을 소개해 드립니다!
가디스오더 프로젝트에서 체계적인 업무 프로세스를 통해 도트 캐릭터의 컨셉, 애니메이션 작업을 위한 파츠 작업을 하고 있습니다.
게임의 기본인 도트를 통해 새로운 세계를 함께 만들어 가실 분을 환영하고 있습니다.
구성원 모두가 애자일 환경에서 주도적이고 능통적인 자세로 프로젝트에 임하고 있으니, 도트에 진심이신 분으로 함께 성장하고 싶으신 분이 있다면 꼭 지원해 주세요!","합류 후 함께하실 업무에 대해서 소개해 드릴게요.

• ""Goddess Order""의 도트 캐릭터 컨셉 및 애니메이션 작업을 위한 파츠 작업을 담당합니다.
• 스킬 또는 장비 아이콘 작업 업무도 병행하여 진행하실 수 있습니다.","합류 후 함께하실 업무에 대해서 소개해 드릴게요.

• ""Goddess Order""의 도트 캐릭터 컨셉 및 애니메이션 작업을 위한 파츠 작업을 담당합니다.
• 스킬 또는 장비 아이콘 작업 업무도 병행하여 진행하실 수 있습니다.",,,,"복지포인트, 식대지원, 건강검진지원",상시채용,,,픽셀트라이브
PM,"앤유는 PC MMORPG 개발 착수와 함께 설립된 회사로 우리가 만든 게임으로 전세계 유저들과 소통하는 꿈을 앞당기기 위해 끊임없이 도전하고 성장하고 있습니다.

유저를 먼저 생각하고 유저와 함께 하며 유저가 원하는 게임을 만들고자 하는 게임 회사입니다.
앤유는 게임을 통해 유저 그리고 직원들에게 즐거움을 선사할 것입니다.

즐거움에 대한 열정과 자기만의 빛나는 역량을 지닌 당신의 합류를 기대합니다.","• 로드맵에 맞춘 피처 일정/일감 생성 및 관리
• 피처 관련 리스크 파악, 보고, 조율
• 내외적인 커뮤니케이션 진행, 이슈사항 체크 및 조율
• 효율적인 업무 프로세스 수립/개선 관리","• 로드맵에 맞춘 피처 일정/일감 생성 및 관리
• 피처 관련 리스크 파악, 보고, 조율
• 내외적인 커뮤니케이션 진행, 이슈사항 체크 및 조율
• 효율적인 업무 프로세스 수립/개선 관리",,,,JIRA,,,서울 서초구,앤유
게임 플랫폼 SDK 개발,"직무 Summary

게임과 기술 기반 신사업 컨텐츠 서비스의 플랫폼 SDK 소프트웨어 프로그래밍 업무를 담당합니다. 전 세계 팬들을 만족시킬 수 있는 게임과 신사업 컨텐츠의 기반이 되는 글로벌 서비스 플랫폼의 개발에 참여하며 새로운 시장을 개척하는 경험을 할 수 있습니다.","[주요 업무책임] 
• 글로벌 유저를 대상으로 한 게임의 플랫폼 SDK를 개발 합니다.
• 게임 서비스를 제공하는 다양한 환경(iOS, Android, PC, PlayStation)에서 플랫폼 연동 소프트웨어를 개발 합니다.
• 멀티 플랫폼 환경에서 Unity/Unreal 등 게임 엔진에 최적화된 소프트웨어를 개발합니다.
• 런처, 리모트 플레이어 등 PC 및 모바일앱 개발에 참여 할 수 있습니다.
• 동료들과 코드 리뷰를 통해 개선점과 문제 해결 방법을 함께 찾습니다.","[주요 업무책임] 
• 글로벌 유저를 대상으로 한 게임의 플랫폼 SDK를 개발 합니다.
• 게임 서비스를 제공하는 다양한 환경(iOS, Android, PC, PlayStation)에서 플랫폼 연동 소프트웨어를 개발 합니다.
• 멀티 플랫폼 환경에서 Unity/Unreal 등 게임 엔진에 최적화된 소프트웨어를 개발합니다.
• 런처, 리모트 플레이어 등 PC 및 모바일앱 개발에 참여 할 수 있습니다.
• 동료들과 코드 리뷰를 통해 개선점과 문제 해결 방법을 함께 찾습니다.",,,,"출산휴가, 육아휴직, 무제한연차, 51~300명, 연봉상위2~5%, 설립3년이하, 인원 급성장, 누적투자100억이상",상시채용,,서울 강남구,하이브아이엠
영어 로컬라이제이션 담당자,"111퍼센트는 재미라는 본질에 집중합니다.
재미는 심플하고, 참신한 룰에서 나옵니다.

바둑이 흑과 백, 두가지 돌과 심플한 룰로 약 5,000년 동안 인류를 즐겁게 했고,
랜덤 다이스 디펜스가 주사위와 참신한 룰로 약 2,500만 유저를 즐겁게 했듯,
재미있는 게임은 기획부터 런칭까지 6개월이면 충분합니다.

공감 : 111퍼센트만의 개발 속도와 방향성에 깊이 공감하고, 변화에 민첩하게 대응합니다.
도전 : 실패를 두려워 하지 않고, 그 과정을 발판삼아 한단계 성장하여, 다음 도전에서는 성공가능성을 높입니다.
몰입 : 매우 깊고 밀도 있는 몰입으로 매 순간 최고의 속도를 내며 우리의 성공을 앞당깁니다.

111퍼센트는 위 핵심가치를 따라 매번 최고의 속도를 내며 계속해서 도전하고 있습니다.
변화와 실패를 두려워하지 않고, 빠르고 깊은 몰입을 통해 세상에 없던 재미를 개발하고 싶으신 분들을 두 팔 벌려 환영합니다.


* 채용전형
서류전형 ＞ 과제 전형 ＞ 1차 인터뷰 ＞ 2차 인터뷰 ＞ 처우 협상 ＞ 최종합격

* 고용형태
- 정규직 (수습기간 3개월)

* 파일 첨부할 경우 PDF파일로 첨부해주세요.


111퍼센트 운영팀 로컬라이제이션셀 소개

111퍼센트의 로컬라이제이션셀은 개발 중이거나 라이브 서비스 중인 모든 타이틀의
텍스트, 마케팅 소재 등 로컬라이제이션이 필요한 모든 것을 대응 및 관리하는 조직입니다.
단순한 번역의 수준을 넘어 각 언어의 문화적 차이를 이해하고 이를 바탕으로 한 로컬라이제이션을 추구합니다.

더 많은 전 세계 유저 분들이 111퍼센트의 게임이 가진 독특한 게임성을 즐길 수 있도록 함께 기여하실 분을 모집합니다.","• 게임 컨텐츠 및 운영에 필요한 텍스트 영문 번역 및 검수
• 영어권 대상 마케팅 에셋 현지화, 스토어 에셋 제작 가이드
• 라이브 게임의 영문 고객 문의 응대 언어 번역 담당자","• 게임 컨텐츠 및 운영에 필요한 텍스트 영문 번역 및 검수
• 영어권 대상 마케팅 에셋 현지화, 스토어 에셋 제작 가이드
• 라이브 게임의 영문 고객 문의 응대 언어 번역 담당자",,,,"편의시설, 건강검진지원, 커피·스낵바, 식대지원, 연봉상위11~20%, 51~300명, 설립4~9년",상시채용,"신속 간결한 스타일, 과정 중심 질문, 진중/칼같은 스타일, 캐주얼/편한 분위기",서울 강남구,111퍼센트
[Fantastic Baseball] 야구게임 서버 프로그래머,"'대한민국 최고를 넘어 글로벌 최고를 지향하는 라운드원스튜디오'

라운드원스튜디오는 스포츠와 게임에 진심입니다.
라운드원스튜디오는 3N사의 플랫폼을 통해 스포츠 게임을 제작하고, 서비스했던 경험을 바탕으로 스포츠를 즐길 수있는 플레이 그라운드를 만들기 위해 오늘도 창의적이고 색다른 시도를 하고 있습니다.

수평적인 조직문화와, 실패에 대한 두려움 없이 끊임 없는 도전으로 스포츠게임 시장을 선도하는 글로벌 기업으로 나아가는 라운드원스튜디오와 함께할 지원자를 찾습니다.

* 왜 라운드원스튜디오와 함께 해야 할까요?

1. [대형 게임사 출신 구성원들이 모여 열심히 회사와 함께 성장하고 있습니다.]

- 2022년 초 설립하였으며, 국내 유수의 게임사들 에서 직접 게임을 개발하고 운영했던 경험을 가진 분들이 함께하고 있습니다.


2. [2024년 상반기 Fantastic Baseball 글로벌 런칭]

- 첫 번째 프로젝트인 Fantastic Baseball을 설립 2년 만인 2024년에 글로벌 런칭하였습니다.
- Fantastic Baseball은 KBO, MLB, CPBL 정식 라이선스를 적용한 유일한 모바일 야구 게임입니다.


3. [추가 프로젝트를 위한 사세 확장]

- 2022년 설립 후 회사는 지속적으로 성장하고 있습니다.
- 첫 번째 프로젝트의 안정화와 이후에 진행중인 프로젝트의 원활한 개발을 위해 추가 인력을 채용 중입니다.","• 모바일 게임 서버 개발 및 운영
• 운영툴 설계 및 개발","• 모바일 게임 서버 개발 및 운영
• 운영툴 설계 및 개발",,,,"50명이하, 커피·스낵바, 자율복장, 편의시설, 연봉상위6~10%, 설립3년이하, 인원 급성장, 유연근무",상시채용,,서울 강남구,라운드원스튜디오
게임 시스템/밸런스 기획,"Entertain the world with best social gaming!
미투온은 “최고의 모바일 소셜 게임들로 지구인을 더 즐겁게!” 라는 미션을 중심으로 게임을 통해 전 세계 사람들에게 더 많은 즐거움을 전달하고자 무한한 열정을 가지고 끊임없는 도전을 하고 있는 글로벌 게임 개발사입니다.

“Me To Online”라는 뜻을 가진 미투온은 2010년 설립 이후, 풀팟홀덤포커(Fulpot Poker), 풀하우스카지노(Full House Casino)등 글로벌 히트작을 선보이며 아시아 No.1 모바일 소셜카지노 게임 개발사로 성장하였고 2016년 10월 코스닥에 상장이 되었습니다. 상장 후 2017년, 홍콩 최고의 소셜카지노 및 캐주얼 카드 게임 개발사인 `미투젠(ME2ZEN Limited)`을 인수하여 소셜카지노를 넘어 캐주얼 게임으로의 글로벌 사업 확장을 하고 있으며 미투젠은 2020년 8월 코스닥에 상장이 되었습니다.","- 게임 내 경제 및 보상 관련 밸런스 디자인 설정
- 레벨 디자인 전반
- 유료화 상품 기획","- 게임 내 경제 및 보상 관련 밸런스 디자인 설정
- 레벨 디자인 전반
- 유료화 상품 기획",,,,"보너스, 커피·스낵바, 식대지원, 편의시설, 연봉상위11~20%, 50명이하, 인원 급성장, 설립10년이상",상시채용,"신속 간결한 스타일, 과정 중심 질문, 친절/따뜻한 스타일, 자유롭고 편한 환경",서울 강남구,미투온
신입 개발자,"- 컴투스 창업자의 새로운 도전… ""해긴은 모두가 행복한 게임회사를 꿈꿉니다""
(","• 서버개발자 : 게임서버의 확장성과 안정성을 보장하기 위해, 서버 아키텍처를 최적화 하고, 서버 성능을 모니터링 하며, 용량을 조절하는 작업을 수행합니다.
• 클라이언트 개발자 : 게임 클라이언트와 서버간의 통신을 관리하고, 게임 내 데이터베이스를 관리하며, 게임 내에서 발생하는 문제를 해결하기 위한 도구와 기능을 개발합니다.
• 신입개발자는 게임 개발팀으로 가기전 다양한 개발업무를 경험한 후, 실무팀 개발자로 배정됩니다.","• 서버개발자 : 게임서버의 확장성과 안정성을 보장하기 위해, 서버 아키텍처를 최적화 하고, 서버 성능을 모니터링 하며, 용량을 조절하는 작업을 수행합니다.
• 클라이언트 개발자 : 게임 클라이언트와 서버간의 통신을 관리하고, 게임 내 데이터베이스를 관리하며, 게임 내에서 발생하는 문제를 해결하기 위한 도구와 기능을 개발합니다.
• 신입개발자는 게임 개발팀으로 가기전 다양한 개발업무를 경험한 후, 실무팀 개발자로 배정됩니다.",,,,Unity3D,,,서울 구로구,해긴
게임기획PM,"Entertain the world with best social gaming!
미투온은 “최고의 모바일 소셜 게임들로 지구인을 더 즐겁게!” 라는 미션을 중심으로 게임을 통해 전 세계 사람들에게 더 많은 즐거움을 전달하고자 무한한 열정을 가지고 끊임없는 도전을 하고 있는 글로벌 게임 개발사입니다.

“Me To Online”라는 뜻을 가진 미투온은 2010년 설립 이후, 풀팟홀덤포커(Fulpot Poker), 풀하우스카지노(Full House Casino)등 글로벌 히트작을 선보이며 아시아 No.1 모바일 소셜카지노 게임 개발사로 성장하였고 2016년 10월 코스닥에 상장이 되었습니다. 상장 후 2017년, 홍콩 최고의 소셜카지노 및 캐주얼 카드 게임 개발사인 `미투젠(ME2ZEN Limited)`을 인수하여 소셜카지노를 넘어 캐주얼 게임으로의 글로벌 사업 확장을 하고 있으며 미투젠은 2020년 8월 코스닥에 상장이 되었습니다.","- 풀하우스카지노(소셜카지노) 게임PM
- 프로젝트 전략에 따른 기획 방향 설정 및 고도화
- 기획 일정에 따른 유관부서 협업 관리","- 풀하우스카지노(소셜카지노) 게임PM
- 프로젝트 전략에 따른 기획 방향 설정 및 고도화
- 기획 일정에 따른 유관부서 협업 관리",,,,"보너스, 커피·스낵바, 식대지원, 편의시설, 연봉상위11~20%, 50명이하, 인원 급성장, 설립10년이상",상시채용,"신속 간결한 스타일, 과정 중심 질문, 친절/따뜻한 스타일, 자유롭고 편한 환경",서울 강남구,미투온
뉴미디어 컨텐츠 개발자,"아이엠파인은 체험형 인터렉티브 솔루션을 개발하는 업체입니다.
LED, 디스플레이, 모바일등 다양한 플랫폼을 타겟으로 하는만큼 이분야에서 다양한 경험을 가지신 인터렉티브 개발자를 모시고 있습니다.
개발 툴은 유니티와 언리얼을 주력으로 사용하고 있습니다.","• 유니티3D, 언리얼을 활용한 콘텐츠 개발
• 유니티3D,언리얼을 활용한 모바일 어플리케이션 개발
• 유니티3D,언리얼을 활용한 리얼타임 VFX 제작 및 SHADER 개발","• 유니티3D, 언리얼을 활용한 콘텐츠 개발
• 유니티3D,언리얼을 활용한 모바일 어플리케이션 개발
• 유니티3D,언리얼을 활용한 리얼타임 VFX 제작 및 SHADER 개발",,,,"Git, Unreal Engine, Unity3D, Photoshop Elements, Notion",,,서울 마포구,아이엠파인
[Unannounced Project] UI Technical Artist Lead,"[EA Korea Studio는…]

EA Korea Studio는 서울에 위치한 EA의 게임 개발 스튜디오로서 AAA급 스포츠 게임인 FIFA online 시리즈, Need for speed online, MLB online등을 개발해 왔으며, 글로벌 게임의 현지화를 넘어 새로운 게임 트렌드를 리드하는 종합적인 개발 스튜디오로 성장해나가고 있습니다.

현실감 있는 그래픽, 실제 경기 현장을 반영한 다채로운 콘텐츠 등 독자적인 개발 능력을 갖춘 EA Korea Studio는 Game Designer(게임 기획자), Artist(아티스트), Software Engineer(소프트웨어 개발자), Development Director(개발PM), Producer 등으로 구성된 대규모 개발팀으로서 개발부터 라이브 서비스까지 전 과정을 책임지고 있습니다.

EA Korea Studio는 글로벌 EA의 체계적인 개발 프로세스에 따라, 개발 계획 수립, 게임 디자인 확정, 시각적 방향성 설정, 구현 및 QA에 이르기까지 개발 전과정을 명문화된 프로세스에 기반하여 진행합니다. 동시에 개발 참여자의 피드백을 바탕으로 효율 개선 중심의 프로세스 고도화 및 최적화를 추구하며 지속적으로 개선해 나가고 있습니다.

EA Korea는 구성원의 일과 삶의 균형을 중시합니다. 유연근무제를 통해 자신의 라이프 스타일에 맞게 근무시간을 주도적으로 계획해나갈 수 있으며, 포스트 코로나 시대에 발맞춰 Hybrid 근무 제도 (오피스 근무 & 재택 근무 병행)를 시행하고 있습니다","[Unannounced Project] Technical Experience Designer Lead* (인재풀)

* 비즈니스 타이틀은 비즈니스 상황에 따라 변동 가능한 점을 안내드립니다.

• 인하우스 & 아웃소싱 인력들이 함께 개발하는 인게임의 모든 UI 개발 진행을 관리하고 감독
- 독점 엔진 기반으로 제작되는 게임 프론트 엔드 및 HUD를 위한 레이아웃, 모션 데모 설계 계획을 리뷰하고 관리
- UI구현 중 발생하는 개발 이슈들에 적극적으로 대응하며 해결 방안을 모색

• UI개발의 모범적인 워크 플로우를 연구하며 고도화
- Code 및 Art, 양방향의 관점에서 비쥬얼 스크립팅에 최적화된 접근법 및 파이프라인을 제안
- UI개발팀을 위한 명명 규칙, 아트 저장소, 도구 및 스크립트를 유지, 관리하고 작성하는 책임자
- 사용자 인터액션 및 게임 디자인에 영향을 미치는 새로운 기술을 파악하여 팀에 제안

• 계획적 아웃소싱 관리
- UI 개발의 아웃 소싱 관련한 Workflow, Pipeline에 대한 전문지식을 문서화하여 팀내/외에 전파
- 담당 Feature UI와 관련된 외부 협력업체들과 협업하고, 일정 및 품질 관리 주도

• 혁신을 위한 지식 공유
- 선행/고급 UI 개발 도구 및 기술을 탐구하며 팀의 장기적 문제를 해결
- 팀 내의 Experience Designer, Client SE 및 관계자들에게 본인의 전문 분야에 관한 지식을 전파하고 관련 멘토링을 진행","[Unannounced Project] Technical Experience Designer Lead* (인재풀)

* 비즈니스 타이틀은 비즈니스 상황에 따라 변동 가능한 점을 안내드립니다.

• 인하우스 & 아웃소싱 인력들이 함께 개발하는 인게임의 모든 UI 개발 진행을 관리하고 감독
- 독점 엔진 기반으로 제작되는 게임 프론트 엔드 및 HUD를 위한 레이아웃, 모션 데모 설계 계획을 리뷰하고 관리
- UI구현 중 발생하는 개발 이슈들에 적극적으로 대응하며 해결 방안을 모색

• UI개발의 모범적인 워크 플로우를 연구하며 고도화
- Code 및 Art, 양방향의 관점에서 비쥬얼 스크립팅에 최적화된 접근법 및 파이프라인을 제안
- UI개발팀을 위한 명명 규칙, 아트 저장소, 도구 및 스크립트를 유지, 관리하고 작성하는 책임자
- 사용자 인터액션 및 게임 디자인에 영향을 미치는 새로운 기술을 파악하여 팀에 제안

• 계획적 아웃소싱 관리
- UI 개발의 아웃 소싱 관련한 Workflow, Pipeline에 대한 전문지식을 문서화하여 팀내/외에 전파
- 담당 Feature UI와 관련된 외부 협력업체들과 협업하고, 일정 및 품질 관리 주도

• 혁신을 위한 지식 공유
- 선행/고급 UI 개발 도구 및 기술을 탐구하며 팀의 장기적 문제를 해결
- 팀 내의 Experience Designer, Client SE 및 관계자들에게 본인의 전문 분야에 관한 지식을 전파하고 관련 멘토링을 진행",,,,"Unreal Engine, Python, Perforce, UI 디자인, Photoshop Elements, Adobe Animate",,,서울 강남구,Electronic Arts Korea (EA Korea)
